Images,Spell Name,Page,Source,Foundry Tag,Unnamed: 5,Tag ABRV,Tag,Theme,Class,New Class,Subclass,Level,School,School ABRV,Description,Notes,Clarification,Table,Scaling,Scaling Level,Scaling Modifier,Scaling Effect,Scaling Dice Count,Scaling Dice Type,Fixed Value,Flavor,Alternative Flavor,Quotes,Anomaly Effect,Modifier Details,Modifier Type,Modifier Subtype,Modifier Dice Count,Modifier Dice Type,Modifier Fixed Value,Modifier Use Primary Stat,Modifier Duration,Modifier Duration Unit,Damage,Damage Type,Old Damage Type,Old Type,Condition,Saving Throw,Success,Fail,Skill Check,Ability Check,DC,Ritual,Techno Magic,Casting Time,Casting Unit,Casting Type,Trigger,Duration,Duration Type,Duration Amount,Duration Unit,Up To,Concentration,Range,Range Type,Range Unit,Range Distance,Area,Area Type,Area ABRV,Area Unit,Area Distance,Components,Components ABVR,Component Description (Material),Component Description (Somatic),Component Description (Verbal),Terrain,Terrain Effect,Consecrated / Desecrated,Cost,Acquisition Note,Permit,Blood Pact,Blood Pact Effect,Arcane Strain,References SRD,Image Url,DDB,WA,LLM Class
,Veiled Proclamation,0.0,ORIO,,,,Communication,,"Bard, Wizard",Hacker,,2nd-level,Illusion,I,"You seed a false proclamation directly into the telepathic currents that carry shared thought and rumor. For the duration, a prepared message manifests simultaneously in the minds of creatures within range, presented as an authentic announcement, warning, or authoritative declaration.

The message feels real and unchallenged unless a listener succeeds on an Intelligence (Investigation) check (DC 15), sensing contradictions or unnatural gaps in the thought-stream. Attempts to trace the source encounter only dissipating echoes in the Weft, as the originating thread slips away before it can be followed.",,,,,6.0,,16.0,1.0,10.0,,,,,,requires an Intelligence (Investigation) check with DC 15,4.0,4.0,1,15,,,,,,,,,,,,,,,15,True,False,10 minutes,10.0,Minutes,,10 minutes,,10.0,Minutes,False,False,1 mile,Point,1.0,,,,,,,"Verbal, Somatic, Material","V, S, R",a cracked radio speaker,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veiled%20proclamation.png,3137331.0,,"Bard, Sorcerer"
,Veiled Thread Dispatch,0.0,ORIO,,,,,,Wizard,Hacker,,3rd-level,Transmutation,T,"By touching a prepared focus, you weave a brief message of up to twenty-five words directly into the Loom and guide it along hidden telepathic channels toward a specific recipient. The message arrives instantly as a clear thought in the recipient’s mind, spoken in your mental voice.

The transmission leaves no physical trace, no record within Erudit registries, and no lingering signature once delivered. If the recipient is fully severed from telepathic or planar connectivity, the dispatch fails harmlessly, the thread dissolving before it can reach its destination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a functioning electronic device,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veiled%20thread%20dispatch.png,3137297.0,,"Bard, Sorcerer"
,Veiled Word of Imperative Thought,0.0,ORIO,,,,BETA,,"Cleric, Wizard, Paladin","Hacker, Cultist",,1st-level,Divination,D,"You utter a single word carried directly through telepathic channels, comprehensible only to the intended target. To all others, the sound fractures into meaningless distortion or incomprehensible murmuring. The target must succeed on a Wisdom saving throw or obey the command on its next turn, as though compelled by a direct imperative of thought.

If the saving throw succeeds, the target senses that its will was briefly tested, though it gains no knowledge of the source. Observers may recognize that magic was invoked, but cannot discern the content or intent of the command. When cast at greater power, the utterance leaves no sound, sign, or lingering trace beyond the shared thought itself.",,,,"When cast using a spell slot of 3nd level or higher, the spell becomes entirely undetectable to anyone except the caster and target—leaving no sound, no visual components, and no magical trace behind.",,,,,,,,,,,target must succeed on a Wisdom saving throw,4.0,5.0,,,,,1,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 rounds,,1.0,Rounds,False,False,30 feet,Point,30.0,Feet,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veiled%20word%20of%20imperative%20thought.png,3137294.0,,"Bard, Sorcerer"
,Veilward Bastion,0.0,ORIO,Teleportation,Teleportation,TP,Rename,,"Wizard, Cleric",,,6th-level,Conjuration,C,"You raise a bastion of folded Veil in a 30-foot radius centered on yourself. For the duration, the area becomes warded against external interference.

Forced teleportation, extradimensional travel, scrying, and mind-altering effects originating from outside the area automatically fail. Attempts to manipulate reality within the ward also fail unless the source of the effect originates from a creature of higher level than you.","Rename, Another stealth, sanctuary?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,10 minutes,10.0,Minutes,,1 hours,,1.0,Hours,False,False,Self (30- feet radius),Radius,30.0,"Self, Feet",,,,,,"Verbal, Somatic, Material","V, S, R",a security clearance chip,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veilward%20bastion.png,3137447.0,,"Cleric, Paladin"
,Veins of the Forgotten,0.0,ORIO,Modifies AC,Modifies AC,MAC,"BETA, Morph",,"Warlock, Druid","Scourge, Architect",,3rd-level,Necromancy,N,"You allow your veins to forget their purpose, turning your circulatory system into something liquid, shifting, and unknowable.
 

- For the duration of the spell, your blood is no longer entirely inside you—it slithers beneath your skin, forming moving patterns, and drips onto the floor in places you haven't stepped.
- You gain the following benefits and consequences:
- Your body is semi- fluid, allowing you to squeeze through gaps no wider than 1 inch.
- You are immune to poison and diseases, as your blood is no longer organic.
- You take half damage from slashing attacks, but piercing attacks deal double damage as your body cannot hold shape properly.
- Each time you cast a spell, your blood reacts violently, causing you to lose 1d6 HP per spell level.
- If you reach 0 HP while this spell is active, you do not die—instead, your blood scatters across the room, and your body must be reassembled manually.
 

 Anomaly Effect:
- If used too frequently, your blood refuses to return to your body, forming an independent entity that watches you, waiting for an opportunity to replace you.",,,,,,,,,,,,,,"- If used too frequently, your blood refuses to return to your body, forming an independent entity that watches you, waiting for an opportunity to replace you.",takes half damage from slashing attacks,3.0,,1,6,,,,,1d6,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic, Material","V, S, R","a drop of your own blood, mixed with ink",,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veins%20of%20the%20forgotten.png,3137569.0,,"Sorcerer, Warlock"
,Velvet Undress,0.0,ORIO,Modifies AC,Modifies AC,MAC,"Influence, Sexual, BETA",,Bard,Celebrity,,3rd-level,Enchantment,E,"With a deliberate and hypnotic performance, you begin a sensual dance designed to captivate a single creature of your choice within range. As part of the performance, you must remove one article of clothing per round. Each round the dance continues:
- The target must make a Wisdom saving throw, suffering a 
– 1 penalty for each round you’ve maintained the dance.
- On a failed save, the target becomes Charmed and fully fixated on your every movement, unable to willingly look away or take hostile actions against you for the duration.
- If the target is already Charmed by you when this spell is cast, the duration extends by 1 additional minute.

The spell ends early if the caster is interrupted, breaks concentration, or voluntarily stops dancing.",,,,,,,,,,,"“Influence consultants” claim this spell’s real magic lies not in the removal of garments, but in the power of anticipation.",,,,suffers a -1 penalty to Wisdom saving throws,4.0,5.0,,,-1,,,,,,,,,,,,,,,False,False,Variable,1.0,Action,,Special,Special,,,False,False,10 yards,Point,10.0,Yards,,,,,,"Somatic, Material","S, R",an article of clothing to be removed,,,,,,,,,Pleasure Numbing,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/velvet%20undress.png,3137570.0,,Bard
,Verdant Irony,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,"Mispelled, BETA",,"Druid, Bard",Architect,,2nd-level,Transmutation,T,"You ironically invoke nature in the concrete- dominated Concord City, spontaneously causing lichen and moss to rapidly grow and spread in a 30- foot radius around you, covering surfaces and structures alike.

Choose one creature within range (including yourself). If the target is willing, it gains a friendly affinity with this newly grown environment: the lichen subtly helps them navigate and move effortlessly, granting them advantage on Dexterity checks within the area.

An unwilling creature must make a Wisdom saving throw or become cursed by the aggressive lichen growth, which actively attempts to hinder and trip them, imposing disadvantage on Dexterity checks and saving throws within the affected area.

The effect lasts for up to 1 hour or until dispelled.

Additionally, while within the area of the spell, affected creatures occasionally notice flickering glimpses of a serene, lush, and seemingly para- dimensional park hidden within reality. They never fully access this realm, experiencing only a tantalizing vision of what Concord City might have been.",,,,,1.0,,16.0,2.0,6.0,,"A heavily censored A.S.T.R.A.L. document refers cryptically to experiments involving “environmental stabilization anomalies,” mentioning a phenomenon that “defied categorization—neither boon nor curse—but rewrote fate itself.”",,,,must make a Wisdom saving throw,4.0,5.0,,,-,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,True,self,Point,,Self,30 ft. radius,,,30.0,Radius,"Somatic, Verbal, Material","V, S, R",a small piece of lichen or moss,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/verdant%20irony.png,3137571.0,,"Druid, Sorcerer"
,Verdant Reclamation,0.0,ORIO,Modifies AC,Modifies AC,MAC,,,Druid,Architect,,4th-level,Transmutation,T,"You awaken the buried will of nature beneath stone and ruin, commanding life to reclaim what was taken from it.

Twisting vines, iron-hard moss, and thorned growth burst from cracked stone and worked ground, spreading across the area.
	•	The terrain becomes choked with overgrowth, hindering movement.
	•	Creatures caught within must struggle against binding plants that seize limbs and armor alike.
	•	You may will the growth to crawl across walls or floors, extending its grasp.
	•	Constructs and creatures of purely inorganic nature are especially vulnerable, as the living world rejects their presence.

The spell transforms ruin into a battlefield where stone remembers it was once soil.",,,,,,,,,,,,,,,creatures caught within must struggle against binding plants that seize limbs and armor alike,4.0,1.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,up to 10 minutes,,10.0,Minutes,True,True,60 feet,Point,60.0,Feet,20 ft radius,,,20.0,Radius,"Material, Somatic, Verbal","V, S, R",a seed embedded in concrete,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/verdant%20reclamation.png,3137565.0,,"Druid, Ranger"
,Verdant Renewal,0.0,ORIO,Grants Advantage,Grants Advantage,ADV,"Buff, Terrain, BETA",,Druid,Architect,,0-Cantrip,Abjuration,A,"You touch a patch of resilient green—be it moss growing through cracked pavement or ivy clinging to concrete—and draw strength from its quiet persistence.

Upon casting this spell, a subtle green glow briefly pulses around your feet and chest. For the next minute:- You gain resistance to poison damage.- You have advantage on Constitution saving throws made to resist or recover from exhaustion.

This effect represents the restorative essence of hardy flora—clinging life that thrives in adversity, even in forgotten corners of the city.",,,,,,,,,,,"Verdant Renewal is a hallmark 0-Cantrip of druids who walk the forgotten arteries of modern sprawl—those who find nature not in forests, but in the weeds in gutters, moss in subways, and roots beneath asphalt. These druids believe resilience is nature’s truest gift—and draw upon it to steady their own breath in moments of fatigue and illness.",,,,has advantage on Constitution saving throws made to resist or recover from exhaustion,4.0,3.0,,,advantage,,1,2.0,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic, Terrain","V, S, T",,,,Moss- Covered Pavement,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/verdant%20renewal.png,3137572.0,,"Druid, Paladin"
,Verdict of the Forgotten,0.0,ORIO,,,,,,Cleric,Judge,,6th-level,Necromancy,N,"You invoke a judgment long forgotten, compelling reality itself to erase the target. The target must make a Charisma saving throw. On a failure, they take 10d10 chiaric damage, and all creatures within 30 feet must make a Wisdom saving throw or be frightened for 1 minute.

If the target is reduced to 0 HP by this spell, their body disintegrates into nothing, and their existence is stricken from minor recorded history (casual memories fade, but deep records remain).",,,,"At Higher Levels. When you cast this spell using a spell slot of 7th level or higher, the damage increases by 1d10 per slot level above 6th.",,,,,,,,,,,target must make a Wisdom saving throw,4.0,5.0,1,10,,,,,10d10,chiaric,Necrotic,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,True,60 feet,Point,60.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a relic of an erased historical figure,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/verdict%20of%20the%20forgotten.png,3137573.0,,"Sorcerer, Warlock"
,Viral Purge,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,,,"Cleric, Druid",Architect,,6th-level,Abjuration,A,"All creatures in range are cured of diseases, infections, and parasitic infestations. If a creature is actively suffering from a necrotic or viral- based curse, this spell grants advantage on saving throws against it for the next 24 hours.",,,,,,,,,,,,,,,grants advantage on saving throws against necrotic or viral-based curses for the next 24 hours,4.0,5.0,,,advantage,,24,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,10 feet,Point,10.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a vial of antiviral serum,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/viral%20purge.png,3137574.0,,Cleric
